date,interest,keyword,query_combined
2017-04-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-05-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-06-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-08-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-09-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-10-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-11-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2017-12-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-01-01,7,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-02-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-03-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-04-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-05-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-07-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-08-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-09-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-10-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-11-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2018-12-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-01-01,38,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-02-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-03-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-04-01,1,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-05-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-08-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-09-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-10-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-11-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2019-12-01,11,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-01-01,60,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-02-01,6,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-03-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-04-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-05-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-08-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-09-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-10-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-11-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2020-12-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-01-01,43,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-02-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-03-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-04-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-05-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-08-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-09-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-10-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-11-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2021-12-01,6,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-01-01,53,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-02-01,6,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-03-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-04-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-05-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-08-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-09-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-10-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-11-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2022-12-01,9,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-01-01,75,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-02-01,8,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-03-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-04-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-05-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-06-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-07-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-08-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-09-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-10-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-11-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2023-12-01,22,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-01-01,100,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-02-01,8,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-03-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-04-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-05-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-06-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-08-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-09-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-10-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-11-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2024-12-01,14,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-01-01,74,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-02-01,7,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-03-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-04-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-05-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-06-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-07-01,2,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-08-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-09-01,3,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-10-01,4,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-11-01,9,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2025-12-01,17,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2026-01-01,80,Dry January,Dry January + janvier sans alcool + detox alcool + arrêter alcool + défi alcool
2015-01-01,35,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-02-01,39,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-03-01,43,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-04-01,35,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-05-01,41,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-06-01,37,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-07-01,32,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-08-01,31,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-09-01,39,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-10-01,39,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-11-01,37,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
2015-12-01,32,Mars bleu,Mars bleu + cancer colorectal + dépistage colon + coloscopie + cancer colon
