year;date;count;total_count;ratio;google_trends;day_index
2019;09/01/2019;5;7061;0.0007081149978756;16;15
2019;10/01/2019;0;1056;0.0;21;16
2019;11/01/2019;0;1831;0.0;22;17
2019;12/01/2019;1;4655;0.0002148227712137;23;18
2019;13/01/2019;0;4383;0.0;20;19
2019;14/01/2019;0;6818;0.0;9;20
2019;15/01/2019;2;7147;0.0002798376941374;8;21
2019;16/01/2019;0;1366;0.0;11;22
2019;17/01/2019;4;6834;0.0005853087503658;7;23
2019;18/01/2019;0;7212;0.0;13;24
2019;19/01/2019;0;4797;0.0;10;25
2019;20/01/2019;0;4641;0.0;8;26
2019;21/01/2019;0;6822;0.0;7;27
2019;22/01/2019;2;7246;0.0002760143527463;9;28
2019;23/01/2019;1;6915;0.0001446131597975;0;29
2019;24/01/2019;0;6548;0.0;0;30
2019;25/01/2019;1;7108;0.0001406865503657;0;31
2019;26/01/2019;0;4656;0.0;0;32
2019;27/01/2019;1;4446;0.0002249212775528;0;33
2019;28/01/2019;0;6419;0.0;0;34
2019;29/01/2019;1;6774;0.0001476232654266;0;35
2019;30/01/2019;2;6940;0.0002881844380403;0;36
2019;31/01/2019;4;6721;0.0005951495313197;7;37
2019;01/02/2019;2;6870;0.0002911208151382;8;38
2019;02/02/2019;1;4592;0.0002177700348432;0;39
2019;03/02/2019;1;3765;0.0002656042496679;0;40
2019;04/02/2019;1;5033;0.0001986886548778;0;41
2019;05/02/2019;0;6450;0.0;0;42
2019;06/02/2019;1;6723;0.0001487431206306;0;43
2020;26/12/2019;2;4615;0.0004333694474539;8;1
2020;27/12/2019;1;4693;0.0002130833155763;11;2
2020;28/12/2019;0;3498;0.0;7;3
2020;29/12/2019;10;3257;0.0030703101013202;14;4
2020;30/12/2019;10;4583;0.0021819768710451;25;5
2020;31/12/2019;7;4275;0.0016374269005847;21;6
2020;01/01/2020;35;3232;0.010829207920792;100;7
2020;02/01/2020;13;4737;0.0027443529660122;100;8
2020;03/01/2020;19;5293;0.0035896467031928;71;9
2020;04/01/2020;2;3742;0.0005344735435595;64;10
2020;05/01/2020;5;3953;0.0012648621300278;42;11
2020;06/01/2020;8;6059;0.0013203498927215;38;12
2020;07/01/2020;9;6478;0.0013893176906452;29;13
2020;08/01/2020;10;6714;0.0014894250819183;26;14
2020;09/01/2020;10;6748;0.0014819205690574;23;15
2020;10/01/2020;10;6988;0.0014310246136233;30;16
2020;11/01/2020;4;4713;0.0008487163165711;20;17
2020;12/01/2020;5;4476;0.0011170688114387;16;18
2020;13/01/2020;9;6873;0.0013094718463553;15;19
2020;14/01/2020;32;7178;0.0044580663137364;19;20
2020;15/01/2020;11;7047;0.0015609479211011;16;21
2020;16/01/2020;8;6993;0.0011440011440011;13;22
2020;17/01/2020;6;7102;0.0008448324415657;18;23
2020;18/01/2020;2;4747;0.0004213187276174;14;24
2020;19/01/2020;2;4354;0.0004593477262287;14;25
2020;20/01/2020;3;6768;0.0004432624113475;10;26
2020;21/01/2020;9;7037;0.0012789540997584;11;27
2020;22/01/2020;3;7143;0.0004199916001679;9;28
2020;23/01/2020;2;7166;0.0002790957298353;11;29
2020;24/01/2020;2;7482;0.0002673082063619;12;30
2020;25/01/2020;2;4666;0.0004286326618088;13;31
2020;26/01/2020;1;4640;0.0002155172413793;9;32
2020;27/01/2020;1;7042;0.000142005112184;9;33
2020;28/01/2020;0;7382;0.0;9;34
2020;29/01/2020;2;7204;0.0002776235424764;9;35
2020;30/01/2020;2;7517;0.0002660635891978;10;36
2020;31/01/2020;15;6929;0.0021648145475537;8;37
2020;01/02/2020;10;4905;0.0020387359836901;8;38
2020;02/02/2020;1;4459;0.0002242655303879;11;39
2020;03/02/2020;3;6371;0.0004708836917281;5;40
2020;04/02/2020;10;6427;0.0015559358954411;7;41
2020;05/02/2020;2;6507;0.0003073613032119;7;42
2020;06/02/2020;1;6539;0.000152928582352;5;43
2021;26/12/2020;0;3527;0.0;0;1
2021;27/12/2020;0;3666;0.0;10;2
2021;28/12/2020;0;5350;0.0;12;3
2021;29/12/2020;2;5432;0.0003681885125184;9;4
2021;30/12/2020;0;5466;0.0;14;5
2021;31/12/2020;8;4997;0.0016009605763458;18;6
2021;01/01/2021;14;3529;0.0039671294984414;76;7
2021;02/01/2021;17;3621;0.0046948356807511;88;8
2021;03/01/2021;2;3649;0.0005480953685941;64;9
2021;04/01/2021;19;6343;0.0029954280309002;100;10
2021;05/01/2021;11;6628;0.0016596258298129;80;11
2021;06/01/2021;10;6744;0.0014827995255041;52;12
2021;07/01/2021;5;6800;0.000735294117647;37;13
2021;08/01/2021;10;6833;0.0014634860237084;41;14
2021;09/01/2021;2;4342;0.0004606172270842;32;15
2021;10/01/2021;1;3970;0.0002518891687657;28;16
2021;11/01/2021;2;6689;0.000298998355509;55;17
2021;12/01/2021;4;6681;0.0005987127675497;25;18
2021;13/01/2021;2;7036;0.0002842524161455;22;19
2021;14/01/2021;4;7209;0.0005548619780829;22;20
2021;15/01/2021;3;6899;0.0004348456298014;23;21
2021;16/01/2021;4;4432;0.0009025270758122;18;22
2021;17/01/2021;0;4153;0.0;16;23
2021;18/01/2021;2;6736;0.0002969121140142;10;24
2021;19/01/2021;0;7036;0.0;9;25
2021;20/01/2021;0;7085;0.0;9;26
2021;21/01/2021;2;7082;0.0002824060999717;10;27
2021;22/01/2021;6;7092;0.0008460236886632;17;28
2021;23/01/2021;2;4586;0.0004361098996947;12;29
2021;24/01/2021;0;4435;0.0;11;30
2021;25/01/2021;6;7072;0.0008484162895927;0;31
2021;26/01/2021;1;7205;0.0001387925052047;0;32
2021;27/01/2021;4;7440;0.0005376344086021;9;33
2021;28/01/2021;0;7317;0.0;10;34
2021;29/01/2021;4;7095;0.0005637773079633;0;35
2021;30/01/2021;1;4427;0.0002258866049243;9;36
2021;31/01/2021;1;1777;0.0005627462014631;16;37
2021;01/02/2021;1;5513;0.0001813894431344;13;38
2021;02/02/2021;1;7278;0.000137400384721;0;39
2021;03/02/2021;0;7236;0.0;0;40
2021;04/02/2021;1;7118;0.0001404889013767;0;41
2021;05/02/2021;3;7053;0.0004253509145044;0;42
2021;06/02/2021;0;4562;0.0;0;43
2022;26/12/2021;0;2947;0.0;0;1
2022;27/12/2021;1;5483;0.0001823819077147;0;2
2022;28/12/2021;8;5847;0.0013682230203523;8;3
2022;29/12/2021;3;5850;0.0005128205128205;0;4
2022;30/12/2021;7;5774;0.0012123311395912;11;5
2022;31/12/2021;5;4814;0.001038637307852;14;6
2022;01/01/2022;29;3425;0.0084671532846715;100;7
2022;02/01/2022;12;3763;0.0031889449906989;85;8
2022;03/01/2022;65;6643;0.009784735812133;76;9
2022;04/01/2022;20;7373;0.002712600027126;61;10
2022;05/01/2022;7;7345;0.0009530292716133;53;11
2022;06/01/2022;12;7565;0.0015862524785194;39;12
2022;07/01/2022;11;7696;0.0014293139293139;34;13
2022;08/01/2022;8;4546;0.0017597888253409;31;14
2022;09/01/2022;3;4701;0.0006381620931716;24;15
2022;10/01/2022;10;7588;0.0013178703215603;18;16
2022;11/01/2022;6;7721;0.0007771014117342;21;17
2022;12/01/2022;9;7707;0.0011677695601401;13;18
2022;13/01/2022;2;7927;0.0002523022581052;11;19
2022;14/01/2022;5;7910;0.0006321112515802;13;20
2022;15/01/2022;3;5128;0.000585023400936;10;21
2022;16/01/2022;1;5194;0.0001925298421255;11;22
2022;17/01/2022;3;7517;0.0003990953837967;13;23
2022;18/01/2022;3;7663;0.0003914915829309;11;24
2022;19/01/2022;4;7555;0.000529450694904;11;25
2022;20/01/2022;4;6775;0.000590405904059;13;26
2022;21/01/2022;1;6826;0.0001464986815118;11;27
2022;22/01/2022;4;4231;0.0009454029780193;11;28
2022;23/01/2022;1;4212;0.0002374169040835;8;29
2022;24/01/2022;1;6170;0.0001620745542949;7;30
2022;25/01/2022;1;6195;0.0001614205004035;7;31
2022;26/01/2022;2;6320;0.0003164556962025;0;32
2022;27/01/2022;1;7247;0.0001379881330205;8;33
2022;28/01/2022;1;7220;0.0001385041551246;7;34
2022;29/01/2022;0;4702;0.0;0;35
2022;30/01/2022;3;4719;0.0006357279084551;12;36
2022;31/01/2022;2;7036;0.0002842524161455;12;37
2022;01/02/2022;1;7164;0.0001395868230039;21;38
2022;02/02/2022;2;7224;0.0002768549280177;8;39
2022;03/02/2022;1;7232;0.0001382743362831;0;40
2022;04/02/2022;3;7300;0.0004109589041095;0;41
2022;05/02/2022;0;4794;0.0;0;42
2022;06/02/2022;1;4629;0.0002160293799956;0;43
2023;26/12/2022;1;5080;0.0001968503937007;9;1
2023;27/12/2022;15;5553;0.0027012425715829;8;2
2023;28/12/2022;8;5772;0.0013860013860013;8;3
2023;29/12/2022;7;6000;0.0011666666666666;13;4
2023;30/12/2022;7;5631;0.0012431184514295;20;5
2023;31/12/2022;4;3997;0.0010007505629221;24;6
2023;01/01/2023;39;3694;0.0105576610720086;80;7
2023;02/01/2023;112;6296;0.0177890724269377;100;8
2023;03/01/2023;127;7178;0.0176929506826414;69;9
2023;04/01/2023;26;7523;0.0034560680579556;60;10
2023;05/01/2023;19;7658;0.0024810655523635;59;11
2023;06/01/2023;25;7519;0.0033249102274238;56;12
2023;07/01/2023;13;4879;0.0026644804263168;67;13
2023;08/01/2023;5;4812;0.0010390689941812;43;14
2023;09/01/2023;27;7820;0.0034526854219948;47;15
2023;10/01/2023;5;8029;0.0006227425582264;27;16
2023;11/01/2023;6;8169;0.0007344840249724;22;17
2023;12/01/2023;5;8041;0.0006218132073125;23;18
2023;13/01/2023;3;8014;0.0003743448964312;22;19
2023;14/01/2023;5;5098;0.0009807767752059;21;20
2023;15/01/2023;13;5147;0.0025257431513503;24;21
2023;16/01/2023;9;7924;0.0011357900050479;17;22
2023;17/01/2023;8;8156;0.0009808729769494;15;23
2023;18/01/2023;3;8065;0.0003719776813391;12;24
2023;19/01/2023;1;7601;0.0001315616366267;16;25
2023;20/01/2023;2;8112;0.0002465483234714;11;26
2023;21/01/2023;2;5311;0.000376576915835;11;27
2023;22/01/2023;2;5164;0.0003872966692486;16;28
2023;23/01/2023;2;7832;0.0002553626149131;15;29
2023;24/01/2023;4;8324;0.0004805382027871;10;30
2023;25/01/2023;3;8272;0.0003626692456479;9;31
2023;26/01/2023;3;8179;0.00036679300648;13;32
2023;27/01/2023;3;8153;0.0003679627131117;14;33
2023;28/01/2023;3;5165;0.0005808325266214;11;34
2023;29/01/2023;5;5386;0.0009283327144448;15;35
2023;30/01/2023;6;8074;0.0007431260837255;19;36
2023;31/01/2023;8;7602;0.0010523546435148;24;37
2023;01/02/2023;6;8597;0.0006979178783296;18;38
2023;02/02/2023;3;8164;0.0003674669279764;10;39
2023;03/02/2023;0;8250;0.0;7;40
2023;04/02/2023;0;5262;0.0;9;41
2023;05/02/2023;2;5230;0.0003824091778202;7;42
2023;06/02/2023;1;7679;0.0001302252897512;8;43
2024;26/12/2023;2;4675;0.000427807486631;8;1
2024;27/12/2023;28;5059;0.0055346906503261;7;2
2024;28/12/2023;4;5212;0.0007674597083653;14;3
2024;29/12/2023;7;5062;0.0013828526274199;59;4
2024;30/12/2023;12;3540;0.0033898305084745;23;5
2024;31/12/2023;9;3353;0.0026841634357291;27;6
2024;01/01/2024;20;3364;0.0059453032104637;100;7
2024;02/01/2024;56;5151;0.0108716754028344;97;8
2024;03/01/2024;205;4828;0.0424606462303231;65;9
2024;04/01/2024;8;1188;0.0067340067340067;51;10
2024;05/01/2024;21;5971;0.003516998827667;53;11
2024;06/01/2024;20;3599;0.0055570991942206;57;12
2024;07/01/2024;8;4066;0.0019675356615838;51;13
2024;08/01/2024;35;6465;0.0054137664346481;39;14
2024;09/01/2024;35;6887;0.0050820386234935;37;15
2024;10/01/2024;35;6737;0.005195190737717;28;16
2024;11/01/2024;33;6955;0.004744787922358;33;17
2024;12/01/2024;23;7056;0.0032596371882086;36;18
2024;13/01/2024;7;4656;0.0015034364261168;25;19
2024;14/01/2024;13;4555;0.002854006586169;22;20
2024;15/01/2024;13;6841;0.0019003069726648;18;21
2024;16/01/2024;19;7296;0.0026041666666666;15;22
2024;17/01/2024;11;7373;0.0014919300149193;11;23
2024;18/01/2024;18;7196;0.0025013896609227;14;24
2024;19/01/2024;9;7192;0.0012513904338153;12;25
2024;20/01/2024;4;4707;0.0008497981729339;14;26
2024;21/01/2024;3;4420;0.0006787330316742;10;27
2024;22/01/2024;1;6952;0.0001438434982738;7;28
2024;23/01/2024;33;7447;0.0044313146233382;6;29
2024;24/01/2024;7;7342;0.0009534186870062;9;30
2024;25/01/2024;13;6979;0.0018627310502937;9;31
2024;26/01/2024;7;7058;0.0009917823746103;9;32
2024;27/01/2024;4;4319;0.000926140310257;7;33
2024;28/01/2024;11;4419;0.002489250961756;8;34
2024;29/01/2024;8;6791;0.001178029745251;9;35
2024;30/01/2024;2;7306;0.0002737476047084;9;36
2024;31/01/2024;7;7226;0.0009687240520343;11;37
2024;01/02/2024;6;7316;0.0008201202843083;10;38
2024;02/02/2024;5;7102;0.0007040270346381;9;39
2024;03/02/2024;1;4758;0.0002101723413198;5;40
2024;04/02/2024;3;4318;0.0006947660954145;7;41
2024;05/02/2024;1;6512;0.0001535626535626;5;42
2024;06/02/2024;3;6923;0.0004333381482016;6;43
2025;26/12/2024;3;3946;0.0007602635580334;8;1
2025;27/12/2024;3;4051;0.0007405578869414;16;2
2025;28/12/2024;3;3060;0.0009803921568627;14;3
2025;29/12/2024;5;3013;0.0016594756057085;19;4
2025;30/12/2024;9;4266;0.0021097046413502;17;5
2025;31/12/2024;4;3878;0.001031459515214;28;6
2025;01/01/2025;24;3237;0.0074142724745134;81;7
2025;02/01/2025;48;4247;0.0113020955968919;100;8
2025;03/01/2025;67;4618;0.0145084452143785;58;9
2025;04/01/2025;27;3117;0.0086621751684311;50;10
2025;05/01/2025;20;3383;0.0059119125036949;68;11
2025;06/01/2025;47;5285;0.0088930936613055;70;12
2025;07/01/2025;34;5994;0.0056723390056723;57;13
2025;08/01/2025;52;5809;0.0089516267860216;42;14
2025;09/01/2025;27;5801;0.0046543699362178;34;15
2025;10/01/2025;26;5772;0.0045045045045045;35;16
2025;11/01/2025;28;3743;0.0074806305102858;30;17
2025;12/01/2025;10;3750;0.0026666666666666;31;18
2025;13/01/2025;19;5722;0.0033205173016427;25;19
2025;14/01/2025;14;6155;0.0022745735174654;26;20
2025;15/01/2025;22;6144;0.0035807291666666;20;21
2025;16/01/2025;12;5993;0.0020023360587351;20;22
2025;17/01/2025;14;5874;0.0023833844058563;21;23
2025;18/01/2025;7;3810;0.0018372703412073;19;24
2025;19/01/2025;16;3610;0.0044321329639889;16;25
2025;20/01/2025;15;5723;0.00262100297047;14;26
2025;21/01/2025;12;6102;0.0019665683382497;14;27
2025;22/01/2025;14;6106;0.0022928267278087;11;28
2025;23/01/2025;15;6358;0.0023592324630386;14;29
2025;24/01/2025;12;5951;0.0020164678205343;15;30
2025;25/01/2025;3;3975;0.000754716981132;19;31
2025;26/01/2025;2;3963;0.0005046681806712;14;32
2025;27/01/2025;8;5910;0.0013536379018612;16;33
2025;28/01/2025;5;6094;0.0008204791598293;11;34
2025;29/01/2025;18;6283;0.0028648734680884;8;35
2025;30/01/2025;9;6100;0.0014754098360655;12;36
2025;31/01/2025;7;6067;0.001153782759189;23;37
2025;01/02/2025;10;3933;0.0025425883549453;15;38
2025;02/02/2025;4;3827;0.001045205121505;11;39
2025;03/02/2025;24;5742;0.0041797283176593;10;40
2025;04/02/2025;3;6083;0.0004931777083675;8;41
2025;05/02/2025;2;5980;0.0003344481605351;7;42
2025;06/02/2025;2;6163;0.0003245172805451;7;43
2026;26/12/2025;2;3406;0.0005871990604815;0;1
2026;27/12/2025;0;2490;0.0;20;2
2026;28/12/2025;1;2758;0.0003625815808556;26;3
2026;29/12/2025;2;3694;0.0005414185165132;11;4
2026;30/12/2025;4;3875;0.0010322580645161;24;5
2026;31/12/2025;4;3592;0.0011135857461024;33;6
2026;01/01/2026;30;3061;0.0098007187193727;100;7
2026;02/01/2026;29;3484;0.0083237657864523;97;8
2026;03/01/2026;9;2747;0.0032763014197306;82;9
2026;04/01/2026;9;2870;0.0031358885017421;69;10
2026;05/01/2026;30;4675;0.0064171122994652;64;11
2026;06/01/2026;12;4975;0.0024120603015075;52;12
2026;07/01/2026;18;5012;0.0035913806863527;52;13
2026;08/01/2026;28;5066;0.0055270430319778;52;14
2026;09/01/2026;29;5071;0.0057187931374482;45;15
2026;10/01/2026;8;3297;0.0024264482863208;50;16
2026;11/01/2026;8;3093;0.0025864856126737;56;17
2026;12/01/2026;20;4895;0.0040858018386108;42;18
2026;13/01/2026;16;4962;0.0032245062474808;47;19
2026;14/01/2026;30;5195;0.0057747834456207;34;20
2026;15/01/2026;9;5117;0.0017588430721125;34;21
2026;16/01/2026;12;4940;0.0024291497975708;42;22
2026;17/01/2026;6;3275;0.0018320610687022;37;23
2026;18/01/2026;9;3249;0.002770083102493;45;24
2026;19/01/2026;13;4884;0.0026617526617526;38;25
2026;20/01/2026;7;5180;0.0013513513513513;36;26
2026;21/01/2026;4;5379;0.0007436326454731;32;27
2026;22/01/2026;9;5150;0.0017475728155339;31;28
2026;23/01/2026;5;5147;0.0009714396735962;32;29
2026;24/01/2026;4;3318;0.0012055455093429;28;30
2026;25/01/2026;3;3189;0.0009407337723424;35;31
2026;26/01/2026;9;4976;0.0018086816720257;19;32
2026;27/01/2026;2;5324;0.0003756574004507;23;33
2026;28/01/2026;6;5386;0.0011139992573338;27;34
2026;29/01/2026;3;5154;0.0005820721769499;28;35
2026;30/01/2026;9;5181;0.0017371163867979;32;36
2026;31/01/2026;6;3300;0.0018181818181818;48;37
2026;01/02/2026;14;3297;0.0042462845010615;23;38
2026;02/02/2026;8;4904;0.0016313213703099;20;39
2026;03/02/2026;4;5126;0.000780335544284;16;40
2026;04/02/2026;4;5328;0.0007507507507507;0;41
2026;05/02/2026;1;5792;0.0001726519337016;0;42
2026;06/02/2026;3;5705;0.0005258545135845;0;43
